PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Preston, S. D.; de Waal, F. B. M.								Empathy: Its ultimate and proximate bases								Behavioral and Brain Sciences				25											2002										3									
J	Preston, SD; de Waal, FBM								Empathy: Its ultimate and proximate bases								BEHAVIORAL AND BRAIN SCIENCES				25	1			1	+		10.1017/S0140525X02000018			FEB 2002	2002										1714									
J	Preston, SD; de Waal, FBM								Empathy: Each is in the right - hopefully, not all in the wrong - Response								BEHAVIORAL AND BRAIN SCIENCES				25	1			49	71		10.1017/S0140525X02530016			FEB 2002	2002										6									
J	Preston, Stephanie D; de Waal, Frans B. M.								Empathy: Its Ultimate and Proximate Bases								Behavioral and Brain Sciences				25				1	19																1									
J	Preti, Antonio; Miotto, Paola								Self-deception, social desirability, and psychopathology								BEHAVIORAL AND BRAIN SCIENCES				34	1						10.1017/S0140525X10002487			FEB 2011	2011										1									
J	Preti, Antonio; Miotto, Paola								Mental disorders, evolution, and inclusive fitness								BEHAVIORAL AND BRAIN SCIENCES				29	4			419	+		10.1017/S0140525X06379095			AUG 2006	2006										4									
J	PREVIC, FH								INFERRING THE VISUAL REFERENCE								BEHAVIORAL AND BRAIN SCIENCES				17	2			324	325		10.1017/S0140525X00034798			JUN 1994	1994										4									
J	PREVIC, FH								A NEUROPSYCHOLOGY OF SCHIZOPHRENIA WITHOUT VISION								BEHAVIORAL AND BRAIN SCIENCES				16	1			207	208		10.1017/S0140525X0002968X			MAR 1993	1993										5									
J	PREVIC, FH								FUNCTIONAL SPECIALIZATION IN THE LOWER AND UPPER VISUAL-FIELDS IN HUMANS - ITS ECOLOGICAL ORIGINS AND NEUROPHYSIOLOGICAL IMPLICATIONS								BEHAVIORAL AND BRAIN SCIENCES				13	3			519	541		10.1017/S0140525X00080018			SEP 1990	1990										428									
J	PREVIC, FH								VISUAL PROCESSING IN 3-DIMENSIONAL SPACE - PERCEPTIONS AND MISPERCEPTIONS - AUTHORS RESPONSE								BEHAVIORAL AND BRAIN SCIENCES				13	3			559	576		10.1017/S0140525X00080213			SEP 1990	1990										4									
J	PRIBRAM, KH								MOVEMENTS AND ACTS - DISTINGUISHING THEIR NEUROPHYSIOLOGY								BEHAVIORAL AND BRAIN SCIENCES				1	1			158	159		10.1017/S0140525X00060271			1978	1978										1									
J	Price, Michael E.; Brown, William M.; Curry, Oliver S.								The integrative framework for the behavioural sciences has already been discovered, and it is the adaptationist approach								BEHAVIORAL AND BRAIN SCIENCES				30	1			39	+		10.1017/S0140525X07000817			FEB 2007	2007										1									
J	PRICE, TRP								MODERN ECT - EFFECTIVE AND SAFE								BEHAVIORAL AND BRAIN SCIENCES				7	1			31	32		10.1017/S0140525X00025991			1984	1984										1									
J	PRINCE, A; PINKER, S								SUBSYMBOLS ARENT MUCH GOOD OUTSIDE OF A SYMBOL-PROCESSING ARCHITECTURE								BEHAVIORAL AND BRAIN SCIENCES				11	1			46	47		10.1017/S0140525X00052675			MAR 1988	1988										1									
J	PRINDLE, SS; CARELLO, C; TURVEY, MT								ANIMAL-ENVIRONMENT MUTUALITY AND DIRECT PERCEPTION								BEHAVIORAL AND BRAIN SCIENCES				3	3			395	397		10.1017/S0140525X0000563X			1980	1980										7									
J	Prinz, Jesse								Accessed, accessible, and inaccessible: Where to draw the phenomenal line								BEHAVIORAL AND BRAIN SCIENCES				30	5-6			521	+		10.1017/S0140525X07003020			OCT-DEC 2007	2007										8									
J	PRINZ, W								MOTOR IMAGES ARE ACTION PLANS								BEHAVIORAL AND BRAIN SCIENCES				17	2			218	218		10.1017/S0140525X00034233			JUN 1994	1994										10									
J	PRIOLEAU, L; MURDOCK, M; BRODY, N								AN ANALYSIS OF PSYCHOTHERAPY VS PLACEBO STUDIES								BEHAVIORAL AND BRAIN SCIENCES				6	2			275	285		10.1017/S0140525X00015867			1983	1983										155									
J	Prkachin, KM								Pain behavior and the pretence of knowledge								BEHAVIORAL AND BRAIN SCIENCES				25	4			470	+					AUG 2002	2002										2									
J	PRKACHIN, KM								PAIN BEHAVIOR IS NOT UNITARY								BEHAVIORAL AND BRAIN SCIENCES				9	4			754	755		10.1017/S0140525X00052316			DEC 1986	1986										24									
J	PROBST, T								WHY AGAIN AN ALTERNATIVE MODEL								BEHAVIORAL AND BRAIN SCIENCES				17	2			325	326		10.1017/S0140525X00034804			JUN 1994	1994										1									
J	PROCHAZKA, A								A VITAL CLUE - KINESTHETIC INPUT IS GREATLY ENHANCED IN SENSORIMOTOR VIGILANCE								BEHAVIORAL AND BRAIN SCIENCES				15	4			789	790					DEC 1992	1992										3									
J	PROCTOR, RW; FRANZ, EA								IS THE POSTERIOR PARIETAL CORTEX THE SITE FOR SENSORIMOTOR TRANSFORMATION - CROSS-VALIDATION FROM STUDIES OF STIMULUS-RESPONSE COMPATIBILITY								BEHAVIORAL AND BRAIN SCIENCES				15	4			790	791					DEC 1992	1992										1									
J	PROCTOR, RW; DUTTA, A								UNIFIED THEORIES MUST EXPLAIN THE CODEPENDENCIES AMONG PERCEPTION, COGNITION, AND ACTION								BEHAVIORAL AND BRAIN SCIENCES				15	3			453	454		10.1017/S0140525X00069624			SEP 1992	1992										1									
J	Proust, J								Does metacognition necessarily involve metarepresentation?								BEHAVIORAL AND BRAIN SCIENCES				26	3			352	+		10.1017/S0140525X0336008X			JUN 2003	2003										10									
J	Proust, Joelle								Overlooking metacognitive experience								BEHAVIORAL AND BRAIN SCIENCES				32	2			158	+		10.1017/S0140525X09000776			APR 2009	2009										7									
J	Provine, R.R								Contagious yawning and laughing: Everyday imitation and mirror-like behavior								Behavioral and Brain Sciences				28				142	142						2004										1									
J	Provine, Robert R.								Philosopher's disease and its antidote: Perspectives from prenatal behavior and contagious yawning and laughing								BEHAVIORAL AND BRAIN SCIENCES				40						e399	10.1017/S0140525X16001254			2017	2017										1									
J	Provine, Robert R.								Contagious behavior: An alternative approach to mirror-like phenomena								BEHAVIORAL AND BRAIN SCIENCES				37	2			216	217		10.1017/S0140525X13002458			APR 2014	2014										2									
J	Provine, Robert R.								Notation and expression of emotion in operatic laughter								BEHAVIORAL AND BRAIN SCIENCES				31	5			591	+		10.1017/S0140525X08005463			OCT 2008	2008										2									
J	Provine, RR								Illusions of intentionality, shared and unshared								BEHAVIORAL AND BRAIN SCIENCES				28	5			713	+		10.1017/S0140525X05460124			OCT 2005	2005										1									
J	Provine, RR								Contagious yawning and laughing: Everyday imitation- and mirror-like behavior								BEHAVIORAL AND BRAIN SCIENCES				28	2			142	+		10.1017/S0140525X05390030			APR 2005	2005										7									
J	Provine, RR								Infant vocalizations: Contrasts between crying and laughter								BEHAVIORAL AND BRAIN SCIENCES				27	4			471	+		10.1017/S0140525X04350107			AUG 2004	2004										1									
J	Provine, RR								Walkie-talkie evolution: Bipedalism and vocal production								BEHAVIORAL AND BRAIN SCIENCES				27	4			520	+		10.1017/S0140525X04410115			AUG 2004	2004										4									
J	PROVINE, RR								CONTINGENCY-GOVERNED SCIENCE								BEHAVIORAL AND BRAIN SCIENCES				7	4			494	495		10.1017/S0140525X00026893			1984	1984										1									
J	Prudkov, Pavel N.; Rodina, Olga N.								Russian data refute the CLASH model								BEHAVIORAL AND BRAIN SCIENCES				40						e93	10.1017/S0140525X16001217			2017	2017										1									
J	Prudkov, PN								Motivation rather than imitation determined the appearance of language								BEHAVIORAL AND BRAIN SCIENCES				28	2			142	+		10.1017/S0140525X05400035			APR 2005	2005										1									
J	Pryor, KW								Cultural transmission of behavior in animals: How a modern training technology uses spontaneous social imitation in cetaceans and facilitates social imitation in horses and dogs								BEHAVIORAL AND BRAIN SCIENCES				24	2			352	+		10.1017/S0140525X01523961			APR 2001	2001										3									
J	PUCCETTI, R								INTENTIONALITY IN VISUAL-CORTEX								BEHAVIORAL AND BRAIN SCIENCES				10	4			758	759		10.1017/S0140525X00055667			DEC 1987	1987										1									
J	PUCCETTI, R								2 PADDLERS OR ONE								BEHAVIORAL AND BRAIN SCIENCES				10	1			154	154		10.1017/S0140525X00056739			MAR 1987	1987										6									
J	PUCCETTI, R								EXPERIENCING 2 SELVES - THE HISTORY OF A MISTAKE								BEHAVIORAL AND BRAIN SCIENCES				8	4			646	647		10.1017/S0140525X00045490			DEC 1985	1985										4									
J	PUCCETTI, R								BLINDSIGHT - A SIMPLE EXPLANATION								BEHAVIORAL AND BRAIN SCIENCES				6	3			460	461		10.1017/S0140525X00017003			1983	1983										1									
J	PUCCETTI, R								HOLOGRAMS, HISTORY, MENTAL AGNOSTICISM, AND TESTABILITY								BEHAVIORAL AND BRAIN SCIENCES				6	4			735	739		10.1017/S0140525X00057988			1983	1983										3									
J	PUCCETTI, R								THE ALLEGED MANIPULOSPATIALITY EXPLANATION OF RIGHT-HEMISPHERE VISUOSPATIAL SUPERIORITY								BEHAVIORAL AND BRAIN SCIENCES				4	1			75	76		10.1017/S0140525X00007706			1981	1981										3									
J	PUCCETTI, R								THE CASE FOR MENTAL DUALITY - EVIDENCE FROM SPLIT-BRAIN DATA AND OTHER CONSIDERATIONS								BEHAVIORAL AND BRAIN SCIENCES				4	1			93	99		10.1017/S0140525X00007755			1981	1981										54									
J	PUCCETTI, R								CONSENSUS AND PROGRESS IN BRAIN SCIENCE								BEHAVIORAL AND BRAIN SCIENCES				4	1			116	122		10.1017/S0140525X00007949			1981	1981										7									
J	PUCCETTI, R								THE CHESS ROOM - FURTHER DEMYTHOLOGIZING OF STRONG AI								BEHAVIORAL AND BRAIN SCIENCES				3	3			441	442		10.1017/S0140525X00005938			1980	1980										2									
J	PUCCETTI, R; DYKES, RW								SENSORY CORTEX AND THE MIND-BRAIN PROBLEM								BEHAVIORAL AND BRAIN SCIENCES				1	3			337	344		10.1017/S0140525X00075117			1978	1978										14									
J	PUCCETTI, R; DYKES, RW								LOCALIZATIONISM AND DUALISM - 2ND LOOK AT THE PARADOX								BEHAVIORAL AND BRAIN SCIENCES				1	3			369	375		10.1017/S0140525X0007549X			1978	1978										1									
J	Pullum, Geoffrey K.; Scholz, Barbara C.								For universals (but not finite-state learning) visit the zoo								BEHAVIORAL AND BRAIN SCIENCES				32	5			466	+		10.1017/S0140525X09990732			OCT 2009	2009										6									
J	Pulvermuller, F								Lexical access as a brain mechanism								BEHAVIORAL AND BRAIN SCIENCES				27	2			297	+		10.1017/S0140525X04260071			APR 2004	2004										3									
J	Pulvermuller, F								Words in the brain's language								BEHAVIORAL AND BRAIN SCIENCES				22	2			253	+		10.1017/S0140525X9900182X			APR 1999	1999										685									
J	Pulvermuller, F								Toward a cognitive neuroscience of language								BEHAVIORAL AND BRAIN SCIENCES				22	2			307	336		10.1017/S0140525X99511825			APR 1999	1999										2									
J	Pulvermuller, F								Lexical access as a brain mechanism								BEHAVIORAL AND BRAIN SCIENCES				22	1			52	+		10.1017/S0140525X99371776			FEB 1999	1999										5									
J	Pulvermuller, F.								Words in the brain's language								Behavioral and Brain Sciences				22											1999										1									
J	PULVERMULLER, F; PREISSL, H								LOCAL OR TRANSCORTICAL ASSEMBLIES - SOME EVIDENCE FROM COGNITIVE NEUROSCIENCE								BEHAVIORAL AND BRAIN SCIENCES				18	4			640	641		10.1017/S0140525X00040334			DEC 1995	1995										1									
J	Purdy, JE; Domjan, M								Tactics in theory of mind research								BEHAVIORAL AND BRAIN SCIENCES				21	1			129	+		10.1017/S0140525X98390706			FEB 1998	1998										6									
J	Pylshyn, Z. W.								When is attribution of beliefs justified?								Behavioral and Brain Sciences				4				492	593						1978										1									
J	Pylyshyn, Z								Is vision continuous with cognition? The case for cognitive impenetrability of visual perception								BEHAVIORAL AND BRAIN SCIENCES				22	3			341	+		10.1017/S0140525X99002022			JUN 1999	1999										479									
J	Pylyshyn, Z								Vision and cognition: How do they connect? Response								BEHAVIORAL AND BRAIN SCIENCES				22	3			401	423		10.1017/S0140525X99622026			JUN 1999	1999										5									
J	Pylyshyn, Z.								Is vision continuous with cognition? The case for the cognitive impenetrability of visual perception								Behavioral and Brain Sciences				22	3			343	391						1999										1									
J	Pylyshyn, Z.								Cognitive representation and the process-architecture distinction								Behavioral and Brain Sciences				3				1	1						1980										2									
J	PYLYSHYN, Z								IMAGERY THEORY - NOT MYSTERIOUS - JUST WRONG								BEHAVIORAL AND BRAIN SCIENCES				2	4			561	563		10.1017/S0140525X0006444X			1979	1979										13									
J	PYLYSHYN, Z								AI DEBATE - GENERALITY, GOALS, AND METHODOLOGICAL PAROCHIALISM								BEHAVIORAL AND BRAIN SCIENCES				1	1			121	127		10.1017/S0140525X00060106			1978	1978										2									
J	Pylyshyn, Z. W.								Mental imagery: In search of a theory								Behavioral and Brain Sciences				25	02										2002										1									
J	Pylyshyn, ZW								Mental imagery: In search of a theory								BEHAVIORAL AND BRAIN SCIENCES				25	2			157	+		10.1017/S0140525X02000043			APR 2002	2002										255									
J	Pylyshyn, ZW								Stalking the elusive mental image screen								BEHAVIORAL AND BRAIN SCIENCES				25	2			216	237		10.1017/S0140525X02560040			APR 2003	2003										1									
J	Pylyshyn, ZW								Seeing, acting, and knowing								BEHAVIORAL AND BRAIN SCIENCES				24	5			999	+		10.1017/S0140525X01510110			OCT 2001	2001										4									
J	PYLYSHYN, ZW								COMPUTATION AND COGNITION - ISSUES IN THE FOUNDATIONS OF COGNITIVE SCIENCE								BEHAVIORAL AND BRAIN SCIENCES				3	1			111	132		10.1017/S0140525X00002053			1980	1980										290									
J	PYLYSHYN, ZW								COGNITIVE REPRESENTATION AND THE PROCESS-ARCHITECTURE DISTINCTION								BEHAVIORAL AND BRAIN SCIENCES				3	1			154	167		10.1017/S0140525X00002302			1980	1980										20									
J	PYLYSHYN, ZW								THE CAUSAL POWER OF MACHINES								BEHAVIORAL AND BRAIN SCIENCES				3	3			442	444		10.1017/S0140525X0000594X			1980	1980										17									
J	PYLYSHYN, ZW								DO MENTAL EVENTS HAVE DURATIONS								BEHAVIORAL AND BRAIN SCIENCES				2	2			277	278		10.1017/S0140525X00062464			1979	1979										8									
J	Pylyshyn, ZW								When is attribution of beliefs justified?								Behavioral and Brain Sciences				4				492	593						1978										5									
J	PYLYSHYN, ZW								COMPUTATIONAL MODELS AND EMPIRICAL CONSTRAINTS								BEHAVIORAL AND BRAIN SCIENCES				1	1			93	99					1978	1978										30									
J	PYLYSHYN, ZW								COGNITION AND CONSCIOUSNESS IN NONHUMAN SPECIES - COMMENT								BEHAVIORAL AND BRAIN SCIENCES				1	4			592	593		10.1017/S0140525X00076895			1978	1978										72									
J	Pyysiainen, I.								Religion is neither costly nor beneficial								Behavioral and Brain Sciences				27	06			746	746						2005										1									
J	Pyysiainen, I								Religion is neither costly nor beneficial								BEHAVIORAL AND BRAIN SCIENCES				27	6			746	+		10.1017/S0140525X04380179			DEC 2004	2004										2									
J	Pyysiainen, I								Dual-process theories and hybrid systems								BEHAVIORAL AND BRAIN SCIENCES				26	5			617	+		10.1017/S0140525X03340130			OCT 2003	2003										1									
J	Pyysiainen, Likka								No evidence of a specific adaptation								BEHAVIORAL AND BRAIN SCIENCES				29	5			483	+					OCT 2006	2006										2									
J	Qirko, Hector								Organizational structures and practices are better predictors of suicide terror threats than individual psychological dispositions								BEHAVIORAL AND BRAIN SCIENCES				37	4			374	375		10.1017/S0140525X13003464			AUG 2014	2014										1									
J	Quaia, C; Optican, LM								No "When" without "Where"								BEHAVIORAL AND BRAIN SCIENCES				22	4			696	+		10.1017/S0140525X9945215X			AUG 1999	1999										2									
J	Quartz, S; Sejnowski, T								Constraining constructivism: Cortical and sub-cortical constraints on learning in development								BEHAVIORAL AND BRAIN SCIENCES				23	5			785	792		10.1017/S0140525X00253454			OCT 2000	2000										5									
J	Quartz, SR; Sejnowski, TJ								The neural basis of cognitive development: A constructivist manifesto								BEHAVIORAL AND BRAIN SCIENCES				20	4			537	+					DEC 1997	1997										405									
J	Quartz, SR; Sejnowski, TJ								Controversies and issues in developmental theories of mind: Some constructive remarks								BEHAVIORAL AND BRAIN SCIENCES				20	4			578	+		10.1017/S0140525X9748158X			DEC 1997	1997										1									
J	QUARTZ, SR; SEJNOWSKI, TJ								BEYOND MODULARITY - NEURAL EVIDENCE FOR CONSTRUCTIVIST PRINCIPLES IN DEVELOPMENT								BEHAVIORAL AND BRAIN SCIENCES				17	4			725	726		10.1017/S0140525X00036839			DEC 1994	1994										11									
J	QUARTZ, Steven R.; SEJNOWSKI, Terrence J.								The neural basis of cognitive development: a constructivist manifesto								Behavioral and Brain Sciences				20				596	596						1997										1									
J	QUIATT, D								WHICH ARE MORE EASILY DECEIVED, FRIENDS OR STRANGERS								BEHAVIORAL AND BRAIN SCIENCES				11	2			260	261		10.1017/S0140525X00049864			JUN 1988	1988										5									
J	QUINLAN, P								REAL SPACE IN THE HEAD								BEHAVIORAL AND BRAIN SCIENCES				15	4			791	792					DEC 1992	1992										1									
J	Quinlan, Robert J.								Predicting cross-cultural patterns in sex-biased parental investment and attachment								BEHAVIORAL AND BRAIN SCIENCES				32	1			40	+		10.1017/S0140525X09000223			FEB 2009	2009										1									
J	Quinsey, VL								Improving decision accuracy where base rates matter: The prediction of violent recidivism								BEHAVIORAL AND BRAIN SCIENCES				19	1			37	&		10.1017/S0140525X0004139X			MAR 1996	1996										1									
J	QUINSEY, VL; LALUMIERE, ML								PSYCHOPATHY IS A NON-ARBITRARY CLASS								BEHAVIORAL AND BRAIN SCIENCES				18	3			571	571		10.1017/S0140525X00039935			SEP 1995	1995										6									
J	QUINSEY, VL								INDIVIDUAL-DIFFERENCES IN THE PROPENSITY TO RAPE								BEHAVIORAL AND BRAIN SCIENCES				15	2			400	400		10.1017/S0140525X00069363			JUN 1992	1992										1									
J	Quirin, M.; Boksem, M. A. S.; Kent, M.; Tops, M.								Integration of Negative Experiences: A Neuropsychological Framework for Human Resilience								Behavioral and Brain Sciences															2014										1									
J	Quirin, Markus; Kent, Martha; Boksem, Maarten A. S.; Tops, Mattie								Integration of negative experiences: A neuropsychological framework for human resilience								BEHAVIORAL AND BRAIN SCIENCES				38						e116	10.1017/S0140525X14001666			2015	2015										8									
J	Quirin, Markus; Lane, Richard D.								The construction of emotional experience requires the integration of implicit and explicit emotional processes								BEHAVIORAL AND BRAIN SCIENCES				35	3			159	160		10.1017/S0140525X11001737			JUN 2012	2012										10									
J	Quoy, M; Banquet, JP; Dauce, E								Learning and control with chaos: From biology to robotics								BEHAVIORAL AND BRAIN SCIENCES				24	5			824	+		10.1017/S0140525X01380093			OCT 2001	2001										2									
J			R. Health						Control of chaos and memory dynamics								Behavioral and Brain Sciences				24	2001			817	818						2001										1									
J	RAAB, DH								ON BLOCH LAW AND IDEAL OBSERVERS								BEHAVIORAL AND BRAIN SCIENCES				2	2			278	278		10.1017/S0140525X00062476			1979	1979										1									
J	Raaijmakers, JGW; Shiffrin, RM								Models versus descriptions: Real differences and language differences								BEHAVIORAL AND BRAIN SCIENCES				26	6			753	+		10.1017/S0140525X0349016X			DEC 2003	2003										4									
J	Rabagliati, Hugh; Bemis, Douglas K.								Prediction is no panacea: The key to language is in the unexpected								BEHAVIORAL AND BRAIN SCIENCES				36	4			372	373		10.1017/S0140525X12002671			AUG 2013	2013										2									
J	RABBITT, P								HAS THE P-300 BEEN COST-EFFECTIVE								BEHAVIORAL AND BRAIN SCIENCES				11	3			390	392		10.1017/S0140525X00058167			SEP 1988	1988										3									
J	RABBITT, PMA								OH G JENSEN - OR, G-ING UP COGNITIVE-PSYCHOLOGY								BEHAVIORAL AND BRAIN SCIENCES				8	2			238	239		10.1017/S0140525X00020604			1985	1985										7									
J	Raby, Caroline; Alexis, Dean; Dickinson, Anthony; Clayton, Nicola								Empirical evaluation of mental time travel								BEHAVIORAL AND BRAIN SCIENCES				30	3			330	+		10.1017/S0140525X07002166			JUN 2007	2007										2									
J	Rachlin, H								Problems with internalization								BEHAVIORAL AND BRAIN SCIENCES				28	5			658	+		10.1017/S0140525X05310119			OCT 2005	2005										1									
J	Rachlin, H								Altruism and selfishness								BEHAVIORAL AND BRAIN SCIENCES				25	2			239	+		10.1017/S0140525X02000055			APR 2002	2002										81									
J	Rachlin, H.								Altruism and selfishness								Behavioral and Brain Sciences				25				239	296						2002										1									
J	Rachlin, H.								Altruism is a form of self-control								Behavioral and Brain Sciences				2				284	291						2002										1									
J	Rachlin, H								Altruism and selfishness								Behavioral and Brain Sciences								51	96						2002										1									
J	Rachlin, H								The teleological science of self-control								BEHAVIORAL AND BRAIN SCIENCES				20	2			367	&		10.1017/S0140525X9723147X			JUN 1997	1997										1									
J	RACHLIN, H								SELF-CONTROL - BEYOND COMMITMENT								BEHAVIORAL AND BRAIN SCIENCES				18	1			109	121		10.1017/S0140525X00037602			MAR 1995	1995										202									
J	RACHLIN, H								SELF-CONTROL OBSERVED - AUTHORS RESPONSE								BEHAVIORAL AND BRAIN SCIENCES				18	1			148	156		10.1017/S0140525X00037912			MAR 1995	1995										3									
J	RACHLIN, H								FROM OVERT BEHAVIOR TO HYPOTHETICAL BEHAVIOR TO MEMORY - INFERENCE IN THE WRONG DIRECTION								BEHAVIORAL AND BRAIN SCIENCES				17	1			147	148		10.1017/S0140525X00033756			MAR 1994	1994										2									
J	RACHLIN, H								THEORY-THEORY THEORY								BEHAVIORAL AND BRAIN SCIENCES				16	1			72	73		10.1017/S0140525X00029083			MAR 1993	1993										1									
J	RACHLIN, H								TEMPORAL MOLARITY IN BEHAVIOR								BEHAVIORAL AND BRAIN SCIENCES				9	4			711	712		10.1017/S0140525X00051992			DEC 1986	1986										2									
J	RACHLIN, H								PAIN AND BEHAVIOR								BEHAVIORAL AND BRAIN SCIENCES				8	1			43	53		10.1017/S0140525X00019488			1985	1985										71									
J	RACHLIN, H								GHOSTBUSTING								BEHAVIORAL AND BRAIN SCIENCES				8	1			73	80		10.1017/S0140525X00019749			1985	1985										6									
J	RACHLIN, H								MENTAL, YES - PRIVATE, NO								BEHAVIORAL AND BRAIN SCIENCES				7	4			566	567		10.1017/S0140525X00027333			1984	1984										8									
J	RACHLIN, H; BATTALIO, R; KAGEL, J; GREEN, L								THE CONCEPT OF LEISURE IN MAXIMIZATION THEORY								BEHAVIORAL AND BRAIN SCIENCES				6	2			330	332		10.1017/S0140525X00016265			1983	1983										1									
J	RACHLIN, H								LEARNING-THEORY IN ITS NICHE								BEHAVIORAL AND BRAIN SCIENCES				4	1			155	156		10.1017/S0140525X00008153			1981	1981										1									
J	RACHLIN, H; BATTALIO, R; KAGEL, J; GREEN, L								MAXIMIZATION THEORY IN BEHAVIORAL PSYCHOLOGY								BEHAVIORAL AND BRAIN SCIENCES				4	3			371	388		10.1017/S0140525X00009407			1981	1981										197									
J	RACHLIN, H; BATTALIO, R; KAGEL, J; GREEN, L								MAXIMIZATION THEORY VINDICATED								BEHAVIORAL AND BRAIN SCIENCES				4	3			405	414		10.1017/S0140525X00009602			1981	1981										1									
J	RACHLIN, H								CROSS PURPOSES								BEHAVIORAL AND BRAIN SCIENCES				3	1			30	31		10.1017/S0140525X00001679			1980	1980										1									
J	RACHLIN, H								THE BEHAVIORIST REPLY								BEHAVIORAL AND BRAIN SCIENCES				3	3			444	444		10.1017/S0140525X00005951			1980	1980										1									
J	RACHLIN, H								COGNITION AND CONSCIOUSNESS IN NONHUMAN SPECIES - COMMENT								BEHAVIORAL AND BRAIN SCIENCES				1	4			593	594		10.1017/S0140525X00076901			1978	1978										2									
J	Rad, Mostafa Salari; Ginges, Jeremy								Loss of control is not necessary to induce behavioral consequences of deprivation: The case of religious fasting during Ramadan								BEHAVIORAL AND BRAIN SCIENCES				40						e338	10.1017/S0140525X1700108X			2017	2017										1									
J	Radach, R; Deubel, H; Heller, D								Attention, saccade programming, and the timing of eye-movement control								BEHAVIORAL AND BRAIN SCIENCES				26	4			497	+		10.1017/S0140525X03430100			AUG 2003	2003										3									
J	Radach, R								Top-down influences on saccade generation in cognitive tasks								BEHAVIORAL AND BRAIN SCIENCES				22	4			697	+		10.1017/S0140525X99462156			AUG 1999	1999										4									
J	Rae, Caroline								Piece of mind; a full systems approach is required								BEHAVIORAL AND BRAIN SCIENCES				30	2			167	+		10.1017/S0140525X07001276			APR 2007	2007										2									
J	Raffone, A; Murre, JMJ; Wolters, G								NMDA synapses can bias competition between object representations and mediate attentional selection								BEHAVIORAL AND BRAIN SCIENCES				26	1			100	+		10.1017/S0140525X03400022			FEB 2003	2003										2									
J	Raffone, A; van Leeuwen, C								Chaos and neural coding: Is the binding problem a pseudo-problem?								BEHAVIORAL AND BRAIN SCIENCES				24	5			826	+		10.1017/S0140525X0139009X			OCT 2001	2001										1									
J	Raffone, A; Wolters, G; Murre, JM								A neurophysioiogical account of working memory limits: Between-item segregation and within-chunk integration								BEHAVIORAL AND BRAIN SCIENCES				24	1			139	+		10.1017/S0140525X01473924			FEB 2001	2001										3									
J	Raftopoulos, A								Two types of object representations in the brain, one nondescriptive process of reference fixing								BEHAVIORAL AND BRAIN SCIENCES				27	1			47	+					FEB 2004	2004										1									
J	Raftopoulos,, A.								Studies on cognitively-driven attention suggest that late vision is cognitively penetrated, whereas early vision is not								Behavioral and Brain Sciences																									1									
J	Raftopoulos, Athanassios								Studies on cognitively driven attention suggest that late vision is cognitively penetrated, whereas early vision is not								BEHAVIORAL AND BRAIN SCIENCES				39						e256	10.1017/S0140525X15002484			2016	2016										1									
J	RAGER, JE								THE ANALYSIS OF THE LEARNING NEEDS TO BE DEEPER								BEHAVIORAL AND BRAIN SCIENCES				13	3			505	505		10.1017/S0140525X00079930			SEP 1990	1990										1									
J	Ragir, S								Changes in perinatal conditions selected for neonatal immaturity								BEHAVIORAL AND BRAIN SCIENCES				24	2			291	+		10.1017/S0140525X01363951			APR 2001	2001										3									
J	Rahnev, Dobromir; Denison, Rachel N.								Suboptimality in perceptual decision making								BEHAVIORAL AND BRAIN SCIENCES				41						e223	10.1017/S0140525X18000936			2018	2018										24									
J	Rai, Tage S.; Fiske, Alan								ODD (observation- and description-deprived) psychological research								BEHAVIORAL AND BRAIN SCIENCES				33	2-3			106	+		10.1017/S0140525X10000221			APR-JUN 2010	2010										7									
J	Raijmakers, MEJ								Is the learning paradox resolved?								BEHAVIORAL AND BRAIN SCIENCES				20	4			573	+		10.1017/S0140525X97421581			DEC 1997	1997										3									
J	RAILTON, P								BROADENING THE BASE FOR BRINGING COGNITIVE-PSYCHOLOGY TO BEAR ON ETHICS								BEHAVIORAL AND BRAIN SCIENCES				17	1			27	28		10.1017/S0140525X00033239			MAR 1994	1994										1									
J	RAINE, A								PSYCHOPATHY AND VIOLENCE - AROUSAL, TEMPERAMENT, BIRTH COMPLICATIONS, MATERNAL REJECTION, AND PREFRONTAL DYSFUNCTION								BEHAVIORAL AND BRAIN SCIENCES				18	3			571	573		10.1017/S0140525X00039947			SEP 1995	1995										1									
J	RAJECKI, DW; RASMUSSEN, JL								PERSONAL ADS AS DEVIANT AND UNSATISFACTORY - SUPPORT FOR EVOLUTIONARY HYPOTHESES								BEHAVIORAL AND BRAIN SCIENCES				15	1			107	&		10.1017/S0140525X00067765			MAR 1992	1992										6									
J	RAJECKI, DW; LAMB, ME; OBMASCHER, P								TOWARD A GENERAL-THEORY OF INFANTILE ATTACHMENT - COMPARATIVE REVIEW OF ASPECTS OF THE SOCIAL BOND								BEHAVIORAL AND BRAIN SCIENCES				1	3			417	436		10.1017/S0140525X00075816			1978	1978										63									
J	Rakison, David H.; Lupyan, Gary								The development of modeling or the modeling of development?								BEHAVIORAL AND BRAIN SCIENCES				31	6			726	+		10.1017/S0140525X0800602X			DEC 2008	2008										2									
